comment,product_id,version_id,usage,usage_fil,enc_no,enc_name,edn_no,edn_date,upd_no,upd_date,comp_scale,min_x,min_y,max_x,max_y,USAGE_ID,NAME,DATSET,COMMEN,PRODUCT_STATUS,SETISSUEDATEONEXPORT,COMPSC,MIN_X,MIN_Y,MAX_X,MAX_Y
unchanged,827,591903,Berthing,4000,NZ600252,NZ600252 - Queenstown Bay,1,,0,20200608,4000,168.6472167,-45.04305,168.6625,-45.0316667,24,,,NZ600252 -,Active,Y,,,,,
unchanged,790,555908,Berthing,1000,NZ600542,NZ600542 - Whakatane River Entrance,4,,0,20191126,4000,177.0058347,-37.9499985,177.014161,-37.9371665,24,,,NZ600542 -,Active,Y,,,,,
unchanged,672,415901,Berthing,1000,NZ600945,NZ600945  -  NZ 945  -  Penrhyn  -    TARUIA PASSAGE,3,,0,20180413,4000,-158.0535,-8.9666667,-158.045,-8.9575667,24,,,NZ600945 -,Active,Y,,,,,
unchanged,831,593902,Berthing,4000,NZ602325,NZ602325 - Plans in Lake Taupo (Taupomoana) - Boat Harbour - Kawakawa Point,1,,0,20200610,4000,175.8166667,-38.6833334,175.8228333,-38.6766667,24,,,NZ602325 -,Active,Y,,,,,
unchanged,707,459906,Berthing,1000,NZ602685,NZ602685 - Waitangi Wharf,2,,0,20180821,4000,-176.5666667,-43.95,-176.5486667,-43.94,24,,,NZ602685 -,Active,Y,,,,,
unchanged,699,449903,Berthing,1000,NZ604314,NZ604314 - Manukau Harbour-LPG Terminal,3,,0,20180705,4000,174.8235167,-37.0398667,174.82935,-37.0359833,25,,,NZ604314 -,Active,Y,,,,,
unchanged,701,449905,Berthing,1000,NZ604315,NZ604315 - Approaches to Onehunga - Onehunga Wharf,3,,0,20180706,4000,174.7793529,-36.9357034,174.7896358,-36.9315365,25,,,NZ604315 -,Active,Y,,,,,
unchanged,833,596902,Berthing,1000,NZ604541,NZ604541 -  Whanganui River Castlecliff Wharves,2,,0,20200512,4000,174.9750001,-39.9533334,175.0016673,-39.9433334,24,,,NZ604541 -,Active,Y,,,,,
unchanged,420,64501,Berthing,1000,NZ605124,NZ605124 - Opua Wharf,1,,1,20151125,4000,174.115834,-35.3149972,174.1266667,-35.3074994,24,,,NZ605124 -,Active,Y,,,,,
unchanged,417,624903,Berthing,1000,NZ605125,NZ605125 - Waitangi,1,,1,20200701,4000,174.0793333,-35.2758333,174.095,-35.26075,24,,,NZ605125 -,Active,Y,,,,,
unchanged,493,210901,Berthing,1000,NZ605212,NZ605212 - Omaha Cove,1,,0,20161013,4000,174.8002667,-36.3023501,174.8310168,-36.2831832,24,,,NZ605212 -,Active,Y,,,,,
unchanged,481,622902,Berthing,1000,NZ605612,NZ605612 Napier Harbour,4,,4,20200622,4000,176.8807375,-39.4871333,176.9357478,-39.4583387,25,,,NZ605612 -,Active,Y,,,,,
unchanged,402,597902,Berthing,1000,NZ606142,Nelson Harbour,2,,1,20200511,4000,173.2401388,-41.275,173.2854167,-41.2483333,24,,,NZ606142 -,Active,N,,,,,
unchanged,782,560903,Berthing,1000,NZ606321,NZ606321-South Island-Port of Lyttelton,4,,2,20200121,4000,172.706998,-43.6155005,172.7341664,-43.6028334,24,,,NZ606321 -,Active,Y,,,,,
unchanged,154,14501,Berthing,1000,NZ607625,NZ607625 - Neck Cove and Deas Cove,1,20110526,0,20110526,4000,166.9683333,-45.2,166.98,-45.1833333,24,,,NZ607625 -,Active,N,,,,,
unchanged,719,620905,Berthing,1000,NZ608215,NZ608215 - NIUATOPUTAPU HARBOUR ENTRANCE,2,,1,20200617,3000,-173.7625,-15.9333333,-173.7583333,-15.9208333,25,,,NZ608215 -,Active,Y,,,,,
unchanged,569,346901,Berthing,1000,NZ609558,NZ609558 - NZ9558 - Avatiu Harbour,2,,0,20170622,3000,-159.7862056,-21.2062778,-159.7819806,-21.2015,25,,,NZ609558 -,Active,Y,,,,,
update,345,469902,,,NZ614902,NZ614902 – McMurdo Station and Scott Base,1,,1,20181112,4000,166.5683333,-77.8675,166.7783333,-77.8391667,24,,,NZ614902 -,Active,Y,,,,,
unchanged,784,549902,Berthing,1000,NZ614902,NZ614902 - McMurdo Station and Scott Base,2,,0,20191017,4000,166.5683333,-77.8675,166.7783333,-77.8391667,24,,,NZ614902 -,Active,Y,,,,,
unchanged,627,378901,Berthing,1000,NZ641111,NZ641111 - North West Bay,2,,0,20180103,4000,172.1301034,-34.1544316,172.144917,-34.144643,24,,,NZ641111 -,Active,Y,,,,,
unchanged,628,378902,Berthing,1000,NZ641112,NZ641112 South East Bay,2,,0,20180103,4000,172.1426067,-34.1606227,172.1533281,-34.1508348,24,,,NZ641112 -,Active,Y,,,,,
current,777,636902,Berthing,1000,NZ653221,North Island - East Coast - Auckland Harbour East - Commercial Harbour,4,20190802,1,20200817,4000,174.756,-36.84567,174.78683,-36.83683,,,,,,,,,,,
update,869,649903,,,NZ653221,NZ653221- Auckland Harbour East-Commercial Harbour,5,,0,20201109,4000,174.756,-36.8456667,174.7868333,-36.8368333,25,,,NZ653221 -,Active,Y,,,,,
current,689,437901,Berthing,1000,NZ653222,North Island - East Coast - Auckland Harbour East - Calliope Wharves,3,20180607,0,20180607,4000,174.775,-36.8345,174.789,-36.82733,,,,,,,,,,,
update,875,655905,,,NZ653222,NZ653222 - Calliope Wharves_,4,,0,20201109,4000,174.775,-36.8345,174.789,-36.8273333,25,,,STED:3.1.3,Active,Y,,,,,
unchanged,227,25801,Berthing,1000,NZ653231,NZ653231 - Kauri Point Wharf,2,20120720,0,20120720,4000,174.69,-36.8288333,174.7083333,-36.82,25,,,NZ653231 -,Active,N,,,,,
update,872,652902,,,NZ653231,NZ653231 - Auckland Harbour West - Kauri Point Wharf,3,,0,20201021,4000,174.69,-36.8288333,174.7083333,-36.82,25,,,STED:3.1.3,Active,Y,,,,,
update,873,655903,,,NZ653231,NZ653231 - Auckland Harbour West - Kauri Point Wharf,4,,0,20201021,4000,174.69,-36.8288333,174.7083333,-36.82,25,,,STED:3.1.3,Active,Y,,,,,
current,228,251901,Berthing,1000,NZ653232,North Island - East Coast - Auckland Harbour West - Chelsea Wharf,2,20120720,1,20170111,4000,174.71667,-36.8305,174.735,-36.82167,,,,,,,,,,,
update,871,650903,,,NZ653232,NZ653232 - Auckland Harbour West __Chelsea Wahrf,3,,0,20201109,4000,174.7166667,-36.8305,174.735,-36.8216667,25,,,STED:3.1.3,Active,Y,,,,,
unchanged,713,473903,Berthing,1000,NZ661542,NZ661542 - PICTON WHARVES,3,,0,20181123,3000,174.0033334,-41.2864167,174.0081166,-41.2812334,25,,,NZ661542 -,Active,Y,,,,,
unchanged,693,559904,Berthing,1000,NZ666121,NZ666121 - NZ6612 - Port Chalmers,3,,2,20200106,8000,170.6237009,-45.8164498,170.633966,-45.8072672,24,,,NZ666121 -,Active,Y,,,,,
unchanged,694,447904,Berthing,1000,NZ666122,NZ666122 - NZ6612 - Dunedin Wharves,3,,0,20180621,8000,170.5050837,-45.8833994,170.5284344,-45.8733999,23,,,NZ666122 -,Active,Y,,,,,
unchanged,560,351901,Berthing,1000,NZ668211,NZ668211 - Port of Bluff,2,,1,20170706,4000,168.32,-46.6001667,168.3535,-46.5858333,24,,,NZ668211 -,Active,Y,,,,,
unchanged,359,48701,Berthing,1000,NZ695581,NZ695581 - Arorangi Reef Passage,1,,0,20140319,2000,-159.8328,-21.23275,-159.8281333,-21.2315,25,,,NZ695581 -,Active,N,,,,,
unchanged,802,565905,Coastal,90000,TO300501,TO300501-South Pacific Ocean-Tonga - Approaches to Tongatapu Including ‘Eua,1,,0,20200330,90000,-175.7166667,-21.4833333,-174.7666667,-20.9,15,,,TO300501-S,Active,Y,,,,,
unchanged,803,566902,Approach,22000,TO400503,TO400503-South Pacific Ocean-Tonga-Nuku’alofa Harbour to Port Ohonua,1,,0,20200330,45000,-175.19,-21.3625,-174.9125,-21.0833333,17,,,TO400503-S,Active,Y,,,,,
unchanged,806,631902,Harbour,4000,TO500403,TO500403 - South Pacific Ocean - Tonga - Ha'afeva and Nomuka,1,,1,20200814,22000,-174.8549869,-20.35832,-174.6766763,-19.9100029,20,,,TO500403 -,Active,Y,,,,,
unchanged,805,567903,Harbour,4000,TO500404,TO50404-South Pacific Ocean-Tonga-Approaches to Lifuka,1,,0,20200331,12000,-174.43,-19.86593,-174.34,-19.73667,22,,,TO500404-S,Active,Y,,,,,
unchanged,800,565903,Harbour,4000,TO500503,TO500503-South Pacific Ocean-Tonga-Port Ohonua,1,,0,20200424,8000,-174.9821667,-21.359,-174.9438333,-21.3245,23,,,TO500503-S,Active,Y,,,,,
unchanged,804,567902,Harbour,4000,TO504041,TO504041-South Pacific Ocean-Tonga-Ava Limu Moto Entrance,1,,0,20200330,8000,-174.38,-19.81333,-174.35,-19.8,23,,,TO504041-S,Active,Y,,,,,
